throttle,rps,adjust,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_z
15,13.3,15,438.2,701.2,1171.4,0,0,0,-5.9
15,12,15,485.6,-147.3,907.7,0,0,0,-6.5
15,12,15,783.4,74.7,1206.8,0,0,0,-8.5
15,13.3,15,184.6,326.2,931.9,0,0,0,-6.4
15,14.7,15,393.8,-185.7,840.6,0,0,0,-3
15,13.3,15,700.9,-481.8,1214.1,0,0,0,-11.4
15,13.3,15,347.9,91.6,878.9,0,0,0,-8.8
15,13.3,15,307.1,-116.3,1018.1,0,0,0,-7.7
15,13.3,15,561.5,392.8,950.2,0,0,0,-6.3
15,14.7,15,530.5,-326.6,892.1,0,0,0,-4.8
15,14.7,15,503.2,-91.9,1035.4,0,0,0,-9.7
15,16,15,1250.5,175,1346.9,0,0,0,-18.9
15,16,15,240.7,-175.7,1577.9,0,0,0,-4.6
15,16,15,438.1,201.9,1313.7,0,0,0,-10.1
15,16,15,429.7,-41,1020.3,0,0,0,-9.9
15,14.7,15,806.6,-211.6,790.5,0,0,0,-4.4
15,17.3,15,-429.3,-215.2,1195.1,0,0,0,-18.8
15,17.3,15,584.5,255.9,1131.3,0,0,0,-8.4
15,17.3,15,923.8,14.6,1759.5,0,0,0,-11.8
15,14.7,15,490.7,-60.5,1009,0,0,0,-11.3
15,17.3,15,288.8,-24.8,513.4,0,0,0,-12.4
15,18.7,15,522.9,-33.8,1198.2,0,0,0,-16.5
15,17.3,15,996.1,202.6,1510.7,0,0,0,-13.3
15,18.7,15,662.4,-257.7,1209.7,0,0,0,-13.5
15,16,15,1206.8,469.1,764.2,0,0,0,-17.1
15,16,15,299.6,270.5,701.4,0,0,0,-10.7
15,18.7,15,-281.5,-654.7,1694.3,0,0,0,-12.7
15,20,15,-95.5,20.5,1418.2,0,0,0,-13.2
15,17.3,15,448.2,-145.1,1041,0,0,0,-9.8
15,14.7,15,712.6,437.1,1345.7,0,0,0,-13.1
15,17.3,15,368.2,7.6,172.4,0,0,0,-10.6
15,16,15,-365.5,55.4,1193.4,0,0,0,-7.7
15,18.7,15,179.9,261.2,1606.7,0,0,0,-15.3
15,18.7,15,516.6,-292.8,997.6,0,0,0,-8.1
15,14.7,15,605.2,62.1,1119.1,0,0,0,-8.4
15,14.7,15,200.9,-106.3,-103.7,0,0,0,-12.2
15,14.7,15,409.4,-245.9,1280.5,0,0,0,-7.8
15,18.7,15,50.3,140.1,1710.7,0,0,0,-9.6
15,16,15,258.5,-346.1,1436.8,0,0,0,-6.9
15,16,15,335.7,-124,819.8,0,0,0,-10.4
15,14.7,15,734.6,-114.7,56.4,0,0,0,-7.4
15,14.7,15,380.6,222.7,1077.9,0,0,0,-8.2
15,18.7,15,204.8,-273.3,1696.5,0,0,0,-13.5
15,17.3,15,339.8,-64.3,1417.7,0,0,0,-9.1
15,17.3,15,610.4,240.5,1356.2,0,0,0,-8.1
15,14.7,15,814.9,-623.1,-109.1,0,0,0,-3.8
15,17.3,15,59.3,-527.2,1579.6,0,0,0,-8.3
15,17.3,15,377.9,-118.6,1199.1,0,0,0,-13.7
15,16,15,-17.7,4.4,1722.2,0,0,0,-9.3
15,17.3,15,164.1,312,879.4,0,0,0,-7.8
15,16,15,40.5,-11.8,-77.6,0,0,0,-1.2
15,17.3,15,306.6,36.4,1371.1,0,0,0,-13.1
15,17.3,15,567.4,-201.8,473.9,0,0,0,-8.7
15,17.3,15,608.6,-732.1,1173.1,0,0,0,-4.7
15,16,15,71.3,-22.8,273.9,0,0,0,-6.1
15,18.7,15,474.6,196.8,1125.5,0,0,0,-3.7
15,20,15,158.7,145.1,1594.5,0,0,0,-9.4
15,18.7,15,29.1,-222.3,1034.9,0,0,0,-2.1
15,17.3,15,286.4,475.8,1933.3,0,0,0,-8.3
15,17.3,15,559.6,-417,-339.4,0,0,0,-3.1
15,17.3,15,72,-139.6,1545.9,0,0,0,-8.2
15,18.7,15,968.7,139.6,653.3,0,0,0,-7.9
15,17.3,15,124.5,-579.2,1353.3,0,0,0,-8.3
15,16,15,232.7,-446.5,552.1,0,0,0,-9.6
15,16,15,-118.1,178.7,1300.3,0,0,0,-7.8
15,18.7,15,130.1,131.1,1178.1,0,0,0,-10.4
15,18.7,15,70.8,-81.2,1999.9,0,0,0,-6.3
15,18.7,15,339.6,-242.6,1404.5,0,0,0,-8.1
15,18.7,15,357.7,-75.3,182.4,0,0,0,-4.5
15,18.7,15,-567.1,-211.8,1999.9,0,0,0,-5.6
15,21.3,15,614.1,39.6,1487.8,0,0,0,0.3
15,20,15,411.1,-38.2,1656.1,0,0,0,-1.4
15,20,15,79.3,-562,151.1,0,0,0,-6.5
15,18.7,15,-38.2,16.8,1128.7,0,0,0,-9.8
15,18.7,15,50.5,429.2,1343.7,0,0,0,-4.1
15,18.7,15,153.1,-63.8,1009.8,0,0,0,-6.9
15,20,15,307.1,-71.5,200.7,0,0,0,-8.3
15,18.7,15,-26.9,408.7,1563.2,0,0,0,-7.9
15,17.3,15,416.7,106.4,586.4,0,0,0,-1.1
15,17.3,15,-383.5,-563.5,1999.9,0,0,0,-1.5
15,18.7,15,612.5,-210.6,135.3,0,0,0,-3.1
15,18.7,15,-22.1,-213.1,1375.1,0,0,0,-3.4
15,18.7,15,519,-353.1,258.1,0,0,0,-2.8
15,18.7,15,-30.7,-10.3,842,0,0,0,-8.8
15,18.7,15,3.7,-596.8,201.7,0,0,0,-8.6
15,20,15,144.5,274.9,1584.2,0,0,0,-10.6
15,18.7,15,272.2,45.2,591.3,0,0,0,0.1
15,20,15,86.9,6.8,1231.2,0,0,0,-7.3
15,18.7,15,319.1,-348.1,123.3,0,0,0,-7.5
15,18.7,15,-226.7,437,1999.9,0,0,0,-10.2
15,21.3,15,-162.9,-84.8,992.7,0,0,0,-2.1
15,20,15,283.9,2.4,747.8,0,0,0,-6.2
0,21.3,-104,539.1,-385.5,51,0,0,0,-3.9
0,21.3,-105,-70.9,353.3,1275.1,0,0,0,-10.8
0,21.3,-105,36.4,0.5,1850.3,0,0,0,-4.1
0,21.3,-106,-519.2,-11.8,947.8,0,0,0,-4.6
0,21.3,-107,-39.7,5.6,843,0,0,0,-4.2
0,21.3,-107,-243.1,-473.6,-322,0,0,0,-12.1
0,18.7,-103,-974.9,-153.2,1867.4,0,0,0,-11
0,18.7,-103,-967.2,-258.2,1421.6,0,0,0,-9.6
0,14.7,-97,-767.2,-303.3,999,0,0,0,-12.3
0,13.3,-95,-681.8,-247.7,968.3,0,0,0,-10.9
0,13.3,-95,-430.1,43.2,1003.7,0,0,0,-11.1
0,12,-93,-694.9,-448.5,1393.1,0,0,0,-6.9
0,10.7,-91,-1999,-1999,-567.6,0,0,0,-85.4
0,9.3,-89,-1999,-1999,-1999,0,0,0,-236.9
0,8,-87,-1999,-1999,1688.5,0,0,0,-250.9
0,8,-87,-1999,518.3,1999.9,0,0,0,-250.9
0,9.3,-90,-1999,756.6,1904.8,0,0,0,-250.9
0,8,-87,-1999,650.9,569.6,0,0,0,-250.9
0,6.7,-85,-1999,543.2,445.3,0,0,0,-250.9
0,5.3,-83,-1897.1,165.8,687.1,0,0,0,-250.9
0,4,-81,-1830.9,-42.8,1160.2,0,0,0,-250.9
0,2.7,-78,-1353.1,-448.3,908.7,0,0,0,-250.9
0,2.7,-79,-1034.6,-320.9,766.8,0,0,0,-250.9
0,1.3,-76,-48.9,1999.9,621.1,0,0,0,-250.9
0,1.3,-76,1091.3,896.1,-40.7,0,0,0,108.5
0,1.3,-76,5.6,-1999,788.6,0,0,0,189.6
0,1.3,-76,-659.3,-1999,456.5,0,0,0,172.6
0,1.3,-76,-572.2,-1640.4,381.8,0,0,0,136.9
0,1.3,-76,-534.3,-946.1,302.1,0,0,0,121.5
0,2.7,-79,-312.5,-1048.4,38.3,0,0,0,105.4
0,2.7,-79,-856.1,-1395,1999.9,0,0,0,78.5
0,2.7,-79,-90.2,-926.5,835.4,0,0,0,38.7
0,1.3,-77,-6.2,-158.8,928.1,0,0,0,7.8
0,1.3,-77,7.8,124.3,1308.1,0,0,0,-1.7
0,1.3,-77,-105.5,101.1,1067.1,0,0,0,-2.1
0,1.3,-77,54.7,-53.5,828.9,0,0,0,0.2
0,1.3,-77,2.4,-198.8,1118.4,0,0,0,-1
0,0,-74,20.5,-81.5,1112.5,0,0,0,-1.8
0,0,-74,26.1,-41,1026.4,0,0,0,0.4
0,0,-74,2.7,-16.6,1009.3,0,0,0,0
0,0,-74,-12.3,20.5,1019.3,0,0,0,-1.2
0,0,-74,0.2,35.4,996.3,0,0,0,-1.8
0,0,-74,-13.1,27.1,969.5,0,0,0,0.5
0,0,-74,-13.6,-17.2,981.2,0,0,0,0.4
0,0,-74,-22.3,-53.5,996.1,0,0,0,0.1
0,0,-74,-34.8,-10.5,1022.2,0,0,0,-1.3
0,0,-74,-35.1,-46.9,1028.1,0,0,0,0.7
0,0,-74,-36.1,-27.9,1027.1,0,0,0,0.9
0,0,-74,-39.7,-58.9,1026.6,0,0,0,0.9
0,0,-74,-31,-37.4,1042.2,0,0,0,0.7
0,0,-74,-8.9,-41,980.5,0,0,0,0.9
0,0,-74,-5.4,-2.6,1010.3,0,0,0,0.6
0,0,-74,41.7,-79.4,892.3,0,0,0,0.7
0,2.7,-79,7.3,-43.8,992.4,0,0,0,0.2
0,5.3,-84,6.8,-17.4,1057.6,0,0,0,0
0,5.3,-84,7.1,-39.7,1026.1,0,0,0,0.8
0,5.3,-85,39.8,-101.7,967,0,0,0,0.1
0,5.3,-85,-2.6,-20,1053.5,0,0,0,0.6
0,6.7,-87,135.7,-76.6,875.1,0,0,0,1.2
0,6.7,-88,102.5,-149.3,754.4,0,0,0,0.9
0,6.7,-88,63.5,-23.8,1078.1,0,0,0,1.8
0,4,-83,3.2,-32.5,1019.8,0,0,0,0.1
0,1.3,-78,-7.7,-9.2,1047.6,0,0,0,0.6
0,1.3,-78,-17.4,32.5,1016.8,0,0,0,-1.8
0,1.3,-78,-35.8,17.8,1027.8,0,0,0,0.3
0,1.3,-78,-45.1,13.7,1044.4,0,0,0,0.3
0,0,-76,-63,-6.4,1040.3,0,0,0,0.6
0,0,-76,-55.3,-48.2,999.3,0,0,0,1.1
0,0,-76,-52.1,-45.8,1024.2,0,0,0,0.9
0,0,-76,-59.4,-27.2,1027.3,0,0,0,-1.8
0,0,-76,-58.4,-14.1,1008.5,0,0,0,0.3
0,0,-76,-58.9,0,1033.4,0,0,0,0.8
0,0,-76,-50.1,-10.1,1018.8,0,0,0,0.1
0,0,-76,-55.8,-22.5,1018.8,0,0,0,0.2
0,0,-76,-59.2,-18.7,1034.2,0,0,0,0.1
0,0,-76,-47.6,-36.9,1007.6,0,0,0,0.8
0,0,-76,-50.1,-12.5,1023.4,0,0,0,0.1
0,0,-76,-45.1,-15.9,1028.3,0,0,0,0.8
0,0,-76,-42.8,-19.1,1018.1,0,0,0,0.3
